date;cases;deaths;casesNew;deathsNew;casesPer100K;deathsPer100K;dias;codigo_ibge;nome;nome_com_uf
2020-06-18;509;24;6;0;1384.2430175954;65.268825977;54;260040;Água Preta (PE);ÁGUA PRETA (PE)
2020-06-18;278;15;19;3;639.9189742881;34.5280022098;48;260050;Águas Belas (PE);ÁGUAS BELAS (PE)
2020-06-18;29;1;1;0;198.1415687346;6.8324678874;61;260060;Alagoinha (PE);ALAGOINHA (PE)
2020-06-18;104;17;0;0;270.9321106653;44.286979628;79;260070;Aliança (PE);ALIANÇA (PE)
2020-06-18;82;2;1;0;356.9562946195;8.7062510883;61;260080;Altinho (PE);ALTINHO (PE)
2020-06-18;87;14;0;1;381.0942222612;61.3255070305;64;260090;Amaraji (PE);AMARAJI (PE)
2020-06-18;4;0;0;0;35.8744394619;0;23;260100;Angelim (PE);ANGELIM (PE)
2020-06-18;53;8;1;0;258.234262327;38.9787565777;67;260105;Araçoiaba (PE);ARAÇOIABA (PE)
2020-06-18;135;3;15;0;159.9185007937;3.5537444621;47;260110;Araripina (PE);ARARIPINA (PE)
2020-06-18;200;20;5;0;269.0414054723;26.9041405472;72;260120;Arcoverde (PE);ARCOVERDE (PE)
2020-06-18;61;2;0;0;424.052832812;13.9033715676;39;260130;Barra de Guabiraba (PE);BARRA DE GUABIRABA (PE)
2020-06-18;196;19;3;0;459.4575587801;44.539253147;49;260140;Barreiros (PE);BARREIROS (PE)
2020-06-18;17;0;2;0;140.8100720616;0;21;260150;Belém de Maria (PE);BELÉM DE MARIA (PE)
2020-06-18;7;0;2;0;33.7691157316;0;35;260160;Belém do São Francisco (PE);BELÉM DO SÃO FRANCISCO (PE)
2020-06-18;72;5;7;1;94.1927550073;6.5411635422;83;260170;Belo Jardim (PE);BELO JARDIM (PE)
2020-06-18;11;1;1;0;86.4847865398;7.8622533218;55;260180;Betânia (PE);BETÂNIA (PE)
2020-06-18;164;6;1;0;269.7457153196;9.8687456824;67;260190;Bezerros (PE);BEZERROS (PE)
2020-06-18;11;0;1;0;28.8365752635;0;35;260200;Bodocó (PE);BODOCÓ (PE)
2020-06-18;117;1;5;0;240.968818223;2.0595625489;70;260210;Bom Conselho (PE);BOM CONSELHO (PE)
2020-06-18;68;12;3;0;173.5402204982;30.6247447938;73;260220;Bom Jardim (PE);BOM JARDIM (PE)
2020-06-18;84;10;4;0;220.275869303;26.2233177742;62;260230;Bonito (PE);BONITO (PE)
2020-06-18;1;0;0;0;11.1197598132;0;20;260240;Brejão (PE);BREJÃO (PE)
2020-06-18;18;0;3;0;240.4167223187;0;24;260250;Brejinho (PE);BREJINHO (PE)
2020-06-18;230;3;11;0;453.2734224114;5.9122620315;48;260260;Brejo da Madre de Deus (PE);BREJO DA MADRE DE DEUS (PE)
2020-06-18;23;3;0;0;174.8384644622;22.8050171038;47;260270;Buenos Aires (PE);BUENOS AIRES (PE)
2020-06-18;40;1;0;0;68.5189626229;1.7129740656;47;260280;Buíque (PE);BUÍQUE (PE)
2020-06-18;859;126;16;1;414.8796414358;60.8554538078;77;260290;Cabo de Santo Agostinho (PE);CABO DE SANTO AGOSTINHO (PE)
2020-06-18;13;1;0;0;37.9883697145;2.9221822857;55;260300;Cabrobó (PE);CABROBÓ (PE)
2020-06-18;69;3;-1;0;338.5672227674;14.7203140334;74;260310;Cachoeirinha (PE);CACHOEIRINHA (PE)
2020-06-18;60;2;0;0;208.7755315077;6.9591843836;60;260320;Caetés (PE);CAETÉS (PE)
2020-06-18;12;0;2;0;108.5678096444;0;34;260330;Calçado (PE);CALÇADO (PE)
2020-06-18;12;0;0;0;208.6956521739;0;16;260340;Calumbi (PE);CALUMBI (PE)
2020-06-18;1157;86;12;0;733.0765136731;54.4896976455;83;260345;Camaragibe (PE);CAMARAGIBE (PE)
2020-06-18;54;1;2;0;287.7697841727;5.3290700773;57;260350;Camocim de São Félix (PE);CAMOCIM DE SÃO FÉLIX (PE)
2020-06-18;44;3;11;0;514.5597006198;35.0836159514;41;260360;Camutanga (PE);CAMUTANGA (PE)
2020-06-18;41;2;1;0;165.2959200129;8.0632156104;39;260370;Canhotinho (PE);CANHOTINHO (PE)
2020-06-18;18;3;2;0;89.7845171588;14.9640861931;71;260380;Capoeiras (PE);CAPOEIRAS (PE)
2020-06-18;33;6;1;1;168.7893202394;30.6889673162;66;260390;Carnaíba (PE);CARNAÍBA (PE)
2020-06-18;7;1;1;0;54.1292916796;7.7327559542;54;260392;Carnaubeira da Penha (PE);CARNAUBEIRA DA PENHA (PE)
2020-06-18;199;33;2;2;237.9215934769;39.4543345967;71;260400;Carpina (PE);CARPINA (PE)
2020-06-18;1015;62;50;0;281.0715610964;17.1689032394;83;260410;Caruaru (PE);CARUARU (PE)
2020-06-18;12;2;2;0;83.6761732097;13.9460288683;36;260415;Casinhas (PE);CASINHAS (PE)
2020-06-18;239;15;16;0;557.2134663807;34.9715564674;73;260420;Catende (PE);CATENDE (PE)
2020-06-18;13;0;3;0;110.1041754891;0;55;260430;Cedro (PE);CEDRO (PE)
2020-06-18;109;4;1;0;806.3322976772;29.5901760615;66;260440;Chã de Alegria (PE);CHÃ DE ALEGRIA (PE)
2020-06-18;134;9;8;1;617.5684394875;41.478477279;68;260450;Chã Grande (PE);CHÃ GRANDE (PE)
2020-06-18;152;18;7;0;575.2999507967;68.1276257522;57;260460;Condado (PE);CONDADO (PE)
2020-06-18;25;2;3;0;137.3098258911;10.9847860713;56;260470;Correntes (PE);CORRENTES (PE)
2020-06-18;66;9;1;0;524.7257115599;71.5535061218;50;260480;Cortês (PE);CORTÊS (PE)
2020-06-18;39;1;3;0;357.6013203741;9.169264625;43;260490;Cumaru (PE);CUMARU (PE)
2020-06-18;88;10;4;0;365.0392002323;41.4817272991;64;260500;Cupira (PE);CUPIRA (PE)
2020-06-18;95;9;0;0;255.9887903856;24.2515696155;61;260510;Custódia (PE);CUSTÓDIA (PE)
2020-06-18;45;0;7;0;237.9944996827;0;28;260515;Dormentes (PE);DORMENTES (PE)
2020-06-18;200;20;3;0;290.3811252269;29.0381125227;64;260520;Escada (PE);ESCADA (PE)
2020-06-18;6;1;0;0;18.8531029065;3.1421838178;12;260530;Exu (PE);EXU (PE)
2020-06-18;212;11;1;0;957.9323121413;49.7040350639;64;260540;Feira Nova (PE);FEIRA NOVA (PE)
2020-06-18;74;0;0;0;2417.5106174453;0;83;260545;Fernando de Noronha (PE);FERNANDO DE NORONHA (PE)
2020-06-18;82;5;0;0;676.4002309659;41.2439165223;60;260550;Ferreiros (PE);FERREIROS (PE)
2020-06-18;11;0;0;0;48.6209335219;0;39;260560;Flores (PE);FLORES (PE)
2020-06-18;32;2;0;0;97.34432513;6.0840203206;46;260570;Floresta (PE);FLORESTA (PE)
2020-06-18;62;4;1;0;401.1127644433;25.8782428673;71;260580;Frei Miguelinho (PE);FREI MIGUELINHO (PE)
2020-06-18;98;11;0;2;315.5996393147;35.4244493108;69;260590;Gameleira (PE);GAMELEIRA (PE)
2020-06-18;309;22;17;1;221.049017083;15.7381177211;71;260600;Garanhuns (PE);GARANHUNS (PE)
2020-06-18;119;18;6;0;388.8380603843;58.8158410665;68;260610;Glória do Goitá (PE);GLÓRIA DO GOITÁ (PE)
2020-06-18;588;42;5;0;737.2301211164;52.6592943655;83;260620;Goiana (PE);GOIANA (PE)
2020-06-18;1;0;0;0;13.3582687684;0;54;260630;Granito (PE);GRANITO (PE)
2020-06-18;167;13;4;0;198.6345362419;15.4625686895;67;260640;Gravatá (PE);GRAVATÁ (PE)
2020-06-18;2;0;0;0;10.4182945252;0;28;260650;Iati (PE);IATI (PE)
2020-06-18;38;5;2;0;129.9811869335;17.1027877544;56;260660;Ibimirim (PE);IBIMIRIM (PE)
2020-06-18;4;0;1;0;51.5331100232;0;50;260670;Ibirajuba (PE);IBIRAJUBA (PE)
2020-06-18;394;58;3;0;336.6974593869;49.5646006204;73;260680;Igarassu (PE);IGARASSU (PE)
2020-06-18;23;1;1;0;188.0929015375;8.1779522408;54;260690;Iguaracy (PE);IGUARACY (PE)
2020-06-18;4;1;1;0;17.2065212716;4.3016303179;59;260700;Inajá (PE);INAJÁ (PE)
2020-06-18;7;0;3;0;153.9138082674;0;19;260710;Ingazeira (PE);INGAZEIRA (PE)
2020-06-18;371;57;5;1;385.6388507754;59.2490956717;70;260720;Ipojuca (PE);IPOJUCA (PE)
2020-06-18;68;4;6;0;220.392817787;12.9642833992;80;260730;Ipubi (PE);IPUBI (PE)
2020-06-18;1;1;0;0;20.3334688898;20.3334688898;22;260740;Itacuruba (PE);ITACURUBA (PE)
2020-06-18;47;2;0;0;178.3748908877;7.5904208888;41;260750;Itaíba (PE);ITAÍBA (PE)
2020-06-18;104;3;0;0;396.0697692132;11.4250894965;66;260760;Ilha de Itamaracá (PE);ILHA DE ITAMARACÁ (PE)
2020-06-18;355;20;7;1;974.0170658765;54.8742008944;59;260765;Itambé (PE);ITAMBÉ (PE)
2020-06-18;14;1;0;0;102.8202115159;7.3443008226;59;260770;Itapetim (PE);ITAPETIM (PE)
2020-06-18;186;20;2;0;697.910022138;75.0440884019;68;260775;Itapissuma (PE);ITAPISSUMA (PE)
2020-06-18;65;6;1;0;383.3677381303;35.387791212;55;260780;Itaquitinga (PE);ITAQUITINGA (PE)
2020-06-18;4248;443;138;12;604.8714363418;63.0786361345;83;260790;Jaboatão dos Guararapes (PE);JABOATÃO DOS GUARARAPES (PE)
2020-06-18;65;3;0;0;557.6527110501;25.7378174331;53;260795;Jaqueira (PE);JAQUEIRA (PE)
2020-06-18;109;4;4;0;635.5685131195;23.3236151603;59;260800;Jataúba (PE);JATAÚBA (PE)
2020-06-18;8;0;0;0;54.0686672074;0;61;260805;Jatobá (PE);JATOBÁ (PE)
2020-06-18;99;13;0;0;292.7088877062;38.4365206079;71;260810;João Alfredo (PE);JOÃO ALFREDO (PE)
2020-06-18;46;8;3;0;287.087311989;49.928228172;48;260820;Joaquim Nabuco (PE);JOAQUIM NABUCO (PE)
2020-06-18;15;1;0;0;131.3025210084;8.7535014006;58;260825;Jucati (PE);JUCATI (PE)
2020-06-18;7;1;3;0;47.1825289836;6.7403612834;61;260830;Jupi (PE);JUPI (PE)
2020-06-18;21;0;0;0;136.5587202497;0;56;260840;Jurema (PE);JUREMA (PE)
2020-06-18;57;6;0;0;315.4225001383;33.2023684356;74;260845;Lagoa do Carro (PE);LAGOA DO CARRO (PE)
2020-06-18;93;6;4;0;433.9913201736;27.9994400112;63;260850;Lagoa de Itaenga (PE);LAGOA DE ITAENGA (PE)
2020-06-18;5;0;0;0;38.037276531;0;54;260860;Lagoa do Ouro (PE);LAGOA DO OURO (PE)
2020-06-18;70;3;9;0;429.7114794352;18.4162062615;67;260870;Lagoa dos Gatos (PE);LAGOA DOS GATOS (PE)
2020-06-18;10;1;1;0;39.0609741807;3.9060974181;35;260875;Lagoa Grande (PE);LAGOA GRANDE (PE)
2020-06-18;76;3;3;0;188.6417791898;7.4463860207;54;260880;Lajedo (PE);LAJEDO (PE)
2020-06-18;330;24;17;1;586.6666666667;42.6666666667;71;260890;Limoeiro (PE);LIMOEIRO (PE)
2020-06-18;63;3;2;0;248.2660781841;11.8221941992;73;260900;Macaparana (PE);MACAPARANA (PE)
2020-06-18;39;3;0;0;242.4167081054;18.647439085;68;260910;Machados (PE);MACHADOS (PE)
2020-06-18;1;0;1;0;4.6654847439;0;2;260915;Manari (PE);MANARI (PE)
2020-06-18;39;3;3;0;343.763772587;26.4433671221;43;260920;Maraial (PE);MARAIAL (PE)
2020-06-18;0;0;0;0;0;0;;260930;Mirandiba (PE);MIRANDIBA (PE)
2020-06-18;250;31;4;0;398.1906218145;49.375637105;73;260940;Moreno (PE);MORENO (PE)
2020-06-18;108;17;0;1;332.6044778418;52.3544085492;58;260950;Nazaré da Mata (PE);NAZARÉ DA MATA (PE)
2020-06-18;3275;206;60;1;834.4331714575;52.4864834566;83;260960;Olinda (PE);OLINDA (PE)
2020-06-18;16;1;0;0;66.9904538603;4.1869033663;54;260970;Orobó (PE);OROBÓ (PE)
2020-06-18;4;1;0;0;26.6826762724;6.6706690681;58;260980;Orocó (PE);OROCÓ (PE)
2020-06-18;54;3;2;0;77.7437049194;4.3190947177;54;260990;Ouricuri (PE);OURICURI (PE)
2020-06-18;589;36;57;0;931.2252964427;56.9169960474;81;261000;Palmares (PE);PALMARES (PE)
2020-06-18;7;2;0;0;90.991810737;25.9976602106;33;261010;Palmeirina (PE);PALMEIRINA (PE)
2020-06-18;41;3;0;0;154.8689280048;11.3318727808;58;261020;Panelas (PE);PANELAS (PE)
2020-06-18;5;2;0;0;43.3914779137;17.3565911655;37;261030;Paranatama (PE);PARANATAMA (PE)
2020-06-18;27;1;0;0;122.6715129487;4.5433893685;29;261040;Parnamirim (PE);PARNAMIRIM (PE)
2020-06-18;139;7;2;0;480.4202813396;24.1938271178;72;261050;Passira (PE);PASSIRA (PE)
2020-06-18;289;26;6;0;511.4501114926;46.0128127986;74;261060;Paudalho (PE);PAUDALHO (PE)
2020-06-18;2401;181;27;2;723.6854003026;54.555209269;77;261070;Paulista (PE);PAULISTA (PE)
2020-06-18;28;3;1;0;123.8006809037;13.2643586683;61;261080;Pedra (PE);PEDRA (PE)
2020-06-18;147;5;9;0;218.1170709993;7.4189479932;63;261090;Pesqueira (PE);PESQUEIRA (PE)
2020-06-18;29;1;2;0;79.3477071249;2.7361278319;49;261100;Petrolândia (PE);PETROLÂNDIA (PE)
2020-06-18;271;16;20;2;77.6181815578;4.5826232654;83;261110;Petrolina (PE);PETROLINA (PE)
2020-06-18;16;2;0;0;141.5678640949;17.6959830119;61;261120;Poção (PE);POÇÃO (PE)
2020-06-18;268;15;6;0;989.2584253073;55.368941715;71;261130;Pombos (PE);POMBOS (PE)
2020-06-18;57;6;0;0;380.8632901243;40.0908726447;53;261140;Primavera (PE);PRIMAVERA (PE)
2020-06-18;121;1;19;0;464.7232784115;3.8406882513;69;261150;Quipapá (PE);QUIPAPÁ (PE)
2020-06-18;13;3;0;0;190.8116835462;44.0334654337;57;261153;Quixaba (PE);QUIXABA (PE)
2020-06-18;18991;1594;229;10;1153.9580987612;96.8568906021;83;261160;Recife (PE);RECIFE (PE)
2020-06-18;29;0;4;0;141.1466952205;0;32;261170;Riacho das Almas (PE);RIACHO DAS ALMAS (PE)
2020-06-18;116;38;1;0;244.6483180428;80.1434145313;65;261180;Ribeirão (PE);RIBEIRÃO (PE)
2020-06-18;75;12;16;1;318.6743148502;50.987890376;63;261190;Rio Formoso (PE);RIO FORMOSO (PE)
2020-06-18;6;2;0;0;60.4107933951;20.1369311317;50;261200;Sairé (PE);SAIRÉ (PE)
2020-06-18;27;0;4;0;247.2753915194;0;34;261210;Salgadinho (PE);SALGADINHO (PE)
2020-06-18;119;9;1;0;195.3060889545;14.7710487445;73;261220;Salgueiro (PE);SALGUEIRO (PE)
2020-06-18;15;3;0;0;94.679038061;18.9358076122;39;261230;Saloá (PE);SALOÁ (PE)
2020-06-18;42;5;0;0;158.7181618925;18.8950192729;48;261240;Sanharó (PE);SANHARÓ (PE)
2020-06-18;3;0;0;0;19.4830497467;0;44;261245;Santa Cruz (PE);SANTA CRUZ (PE)
2020-06-18;3;0;0;0;23.8246505718;0;30;261247;Santa Cruz da Baixa Verde (PE);SANTA CRUZ DA BAIXA VERDE (PE)
2020-06-18;119;6;3;1;110.249497392;5.5587981878;69;261250;Santa Cruz do Capibaribe (PE);SANTA CRUZ DO CAPIBARIBE (PE)
2020-06-18;1;0;0;0;6.9075084617;0;20;261255;Santa Filomena (PE);SANTA FILOMENA (PE)
2020-06-18;9;0;1;0;21.4638334407;0;50;261260;Santa Maria da Boa Vista (PE);SANTA MARIA DA BOA VISTA (PE)
2020-06-18;9;1;0;0;63.662729009;7.0736365566;52;261270;Santa Maria do Cambucá (PE);SANTA MARIA DO CAMBUCÁ (PE)
2020-06-18;7;0;0;0;59.2467202708;0;23;261280;Santa Terezinha (PE);SANTA TEREZINHA (PE)
2020-06-18;4;1;0;0;25.1651462724;6.2912865681;40;261290;São Benedito do Sul (PE);SÃO BENEDITO DO SUL (PE)
2020-06-18;169;10;5;0;284.0145200323;16.8055929013;69;261300;São Bento do Una (PE);SÃO BENTO DO UNA (PE)
2020-06-18;73;0;2;0;195.9994630152;0;70;261310;São Caitano (PE);SÃO CAITANO (PE)
2020-06-18;10;0;2;0;43.87311894;0;50;261320;São João (PE);SÃO JOÃO (PE)
2020-06-18;81;7;10;1;379.2845102079;32.7776737217;54;261330;São Joaquim do Monte (PE);SÃO JOAQUIM DO MONTE (PE)
2020-06-18;167;8;7;0;784.1111841487;37.5622124143;68;261340;São José da Coroa Grande (PE);SÃO JOSÉ DA COROA GRANDE (PE)
2020-06-18;76;0;2;0;223.799287376;0;52;261350;São José do Belmonte (PE);SÃO JOSÉ DO BELMONTE (PE)
2020-06-18;56;1;6;0;164.9435951813;2.9454213425;63;261360;São José do Egito (PE);SÃO JOSÉ DO EGITO (PE)
2020-06-18;551;65;15;0;486.6201536695;57.4052812859;83;261370;São Lourenço da Mata (PE);SÃO LOURENÇO DA MATA (PE)
2020-06-18;59;6;1;0;327.4503274503;33.3000333;63;261380;São Vicente Férrer (PE);SÃO VICENTE FÉRRER (PE)
2020-06-18;312;6;49;0;361.320208454;6.9484655472;70;261390;Serra Talhada (PE);SERRA TALHADA (PE)
2020-06-18;13;1;1;0;67.83198539;5.21784503;39;261400;Serrita (PE);SERRITA (PE)
2020-06-18;104;4;4;0;289.6371181107;11.1398891581;69;261410;Sertânia (PE);SERTÂNIA (PE)
2020-06-18;179;9;13;0;390.2758094408;19.6228060613;61;261420;Sirinhaém (PE);SIRINHAÉM (PE)
2020-06-18;3;0;0;0;26.6193433895;0;27;261430;Moreilândia (PE);MOREILÂNDIA (PE)
2020-06-08;1;0;0;0;16.647244881;0;6;261440;Solidão (PE);SOLIDÃO (PE)
2020-06-18;236;9;4;0;362.5804667455;13.8272211894;64;261450;Surubim (PE);SURUBIM (PE)
2020-06-18;89;4;6;0;311.9086002663;14.0183640569;59;261460;Tabira (PE);TABIRA (PE)
2020-06-18;54;1;1;0;419.4500543732;7.7675935995;28;261470;Tacaimbó (PE);TACAIMBÓ (PE)
2020-06-18;14;3;0;0;54.3372792548;11.6437026975;26;261480;Tacaratu (PE);TACARATU (PE)
2020-06-18;119;6;15;0;508.8079356935;25.6541816316;57;261485;Tamandaré (PE);TAMANDARÉ (PE)
2020-06-18;13;4;0;0;45.1781059948;13.9009556907;51;261500;Taquaritinga do Norte (PE);TAQUARITINGA DO NORTE (PE)
2020-06-18;4;1;1;0;55.7957874181;13.9489468545;38;261510;Terezinha (PE);TEREZINHA (PE)
2020-06-18;3;1;0;0;29.7147385103;9.9049128368;54;261520;Terra Nova (PE);TERRA NOVA (PE)
2020-06-18;239;28;11;0;450.756289842;52.808268266;73;261530;Timbaúba (PE);TIMBAÚBA (PE)
2020-06-18;42;3;0;0;92.8813109534;6.6343793538;69;261540;Toritama (PE);TORITAMA (PE)
2020-06-18;23;5;0;0;167.0419057303;36.3134577674;69;261550;Tracunhaém (PE);TRACUNHAÉM (PE)
2020-06-18;85;6;2;0;278.4967727139;19.658595721;56;261560;Trindade (PE);TRINDADE (PE)
2020-06-18;34;3;0;0;222.8923561033;19.6669725974;65;261570;Triunfo (PE);TRIUNFO (PE)
2020-06-18;23;2;0;0;84.2367418693;7.3249340756;59;261580;Tupanatinga (PE);TUPANATINGA (PE)
2020-06-18;22;2;1;0;268.2272616435;24.384296513;60;261590;Tuparetama (PE);TUPARETAMA (PE)
2020-06-18;22;2;1;0;119.0347365004;10.8213396819;55;261600;Venturosa (PE);VENTUROSA (PE)
2020-06-18;3;0;0;0;31.4663310258;0;28;261610;Verdejante (PE);VERDEJANTE (PE)
2020-06-18;13;1;0;0;170.6484641638;13.1268049357;38;261618;Vertente do Lério (PE);VERTENTE DO LÉRIO (PE)
2020-06-18;25;1;0;0;120.5923496213;4.8236939849;63;261620;Vertentes (PE);VERTENTES (PE)
2020-06-18;66;8;0;0;202.1872989615;24.5075513893;60;261630;Vicência (PE);VICÊNCIA (PE)
2020-06-18;800;88;27;0;576.547489496;63.4202238446;73;261640;Vitória de Santo Antão (PE);VITÓRIA DE SANTO ANTÃO (PE)
2020-06-18;112;8;2;0;760.6112054329;54.3293718166;57;261650;Xexéu (PE);XEXÉU (PE)
2020-06-18;17;0;0;0;84.1750841751;0;17;270010;Água Branca (AL);ÁGUA BRANCA (AL)
2020-06-18;124;1;0;0;706.754060986;5.6996295241;57;270020;Anadia (AL);ANADIA (AL)
2020-06-18;1771;26;85;0;764.1954372656;11.2191312077;62;270030;Arapiraca (AL);ARAPIRACA (AL)
2020-06-18;362;6;11;0;767.1929638656;12.7159054784;54;270040;Atalaia (AL);ATALAIA (AL)
2020-06-18;64;4;2;0;401.7072558373;25.1067034898;57;270050;Barra de Santo Antônio (AL);BARRA DE SANTO ANTÔNIO (AL)
2020-06-18;71;1;12;0;853.1602980053;12.0163422254;51;270060;Barra de São Miguel (AL);BARRA DE SÃO MIGUEL (AL)
2020-06-18;123;1;12;0;674.6379991224;5.4848617815;51;270070;Batalha (AL);BATALHA (AL)
2020-06-18;6;1;0;0;138.1215469613;23.0202578269;28;270080;Belém (AL);BELÉM (AL)
2020-06-18;9;0;3;0;134.2482100239;0;22;270090;Belo Monte (AL);BELO MONTE (AL)
2020-06-18;275;5;4;1;1008.027564972;18.3277739086;65;270100;Boca da Mata (AL);BOCA DA MATA (AL)
2020-06-18;38;0;0;0;362.1116828664;0;51;270110;Branquinha (AL);BRANQUINHA (AL)
2020-06-18;30;2;0;0;276.2939767913;18.4195984528;41;270120;Cacimbinhas (AL);CACIMBINHAS (AL)
2020-06-18;75;3;1;1;352.7088036117;14.1083521445;40;270130;Cajueiro (AL);CAJUEIRO (AL)
2020-06-18;33;3;0;0;475.7785467128;43.2525951557;44;270135;Campestre (AL);CAMPESTRE (AL)
2020-06-18;256;3;68;1;448.6269561713;5.2573471426;49;270140;Campo Alegre (AL);CAMPO ALEGRE (AL)
2020-06-18;40;1;0;0;418.4975936388;10.462439841;44;270150;Campo Grande (AL);CAMPO GRANDE (AL)
2020-06-18;5;1;0;0;28.2135199187;5.6427039837;42;270160;Canapi (AL);CANAPI (AL)
2020-06-18;254;1;0;0;1489.4739928458;5.864070838;59;270170;Capela (AL);CAPELA (AL)
2020-06-18;19;0;0;0;209.2280585839;0;35;270180;Carneiros (AL);CARNEIROS (AL)
2020-06-18;12;0;0;0;164.1362330735;0;23;270190;Chã Preta (AL);CHÃ PRETA (AL)
2020-06-18;27;0;0;0;252.5016365847;0;43;270200;Coité do Nóia (AL);COITÉ DO NÓIA (AL)
2020-06-18;125;2;30;0;576.0899622085;9.2174393953;49;270210;Colônia Leopoldina (AL);COLÔNIA LEOPOLDINA (AL)
2020-06-18;116;4;13;0;1984.6022241232;68.4345594525;48;270220;Coqueiro Seco (AL);COQUEIRO SECO (AL)
2020-06-18;434;13;3;0;762.2995450793;22.8338573411;51;270230;Coruripe (AL);CORURIPE (AL)
2020-06-18;164;1;14;0;677.1543003427;4.1289896362;41;270235;Craíbas (AL);CRAÍBAS (AL)
2020-06-18;69;5;0;0;132.6514918487;9.6124269456;56;270240;Delmiro Gouveia (AL);DELMIRO GOUVEIA (AL)
2020-06-18;16;0;0;0;144.4695259594;0;34;270250;Dois Riachos (AL);DOIS RIACHOS (AL)
2020-06-18;15;0;0;0;82.3949464433;0;27;270255;Estrela de Alagoas (AL);ESTRELA DE ALAGOAS (AL)
2020-06-18;50;0;3;0;225.5706938555;0;34;270260;Feira Grande (AL);FEIRA GRANDE (AL)
2020-06-18;11;2;0;0;231.384097602;42.0698359276;30;270270;Feliz Deserto (AL);FELIZ DESERTO (AL)
2020-06-18;96;1;11;0;750.5863956216;7.8186082877;42;270280;Flexeiras (AL);FLEXEIRAS (AL)
2020-06-18;175;2;1;0;427.6950900604;4.8879438864;30;270290;Girau do Ponciano (AL);GIRAU DO PONCIANO (AL)
2020-06-18;39;4;1;0;249.743852459;25.6147540984;61;270300;Ibateguara (AL);IBATEGUARA (AL)
2020-06-18;30;0;1;0;117.0457648941;0;39;270310;Igaci (AL);IGACI (AL)
2020-06-18;38;2;12;0;155.1083717703;8.1635985142;24;270320;Igreja Nova (AL);IGREJA NOVA (AL)
2020-06-18;3;0;0;0;16.3176502584;0;43;270330;Inhapi (AL);INHAPI (AL)
2020-06-18;2;0;0;0;38.0734818199;0;27;270340;Jacaré dos Homens (AL);JACARÉ DOS HOMENS (AL)
2020-06-18;23;1;2;0;327.5886625837;14.2429853297;34;270350;Jacuípe (AL);JACUÍPE (AL)
2020-06-18;61;1;0;0;729.5778016984;11.9602918311;40;270360;Japaratinga (AL);JAPARATINGA (AL)
2020-06-18;5;0;1;0;86.6551126516;0;48;270370;Jaramataia (AL);JARAMATAIA (AL)
2020-06-18;193;3;8;0;1666.6666666667;25.9067357513;48;270375;Jequiá da Praia (AL);JEQUIÁ DA PRAIA (AL)
2020-06-18;83;6;2;0;345.9342308173;25.007293794;49;270380;Joaquim Gomes (AL);JOAQUIM GOMES (AL)
2020-06-18;8;3;1;0;192.5391095066;72.202166065;37;270390;Jundiá (AL);JUNDIÁ (AL)
2020-06-18;293;5;28;0;1184.9395397743;20.2208112589;51;270400;Junqueiro (AL);JUNQUEIRO (AL)
2020-06-18;86;2;0;0;481.7387407573;11.2032265292;51;270410;Lagoa da Canoa (AL);LAGOA DA CANOA (AL)
2020-06-18;49;1;0;0;171.1192596473;3.4922297887;57;270420;Limoeiro de Anadia (AL);LIMOEIRO DE ANADIA (AL)
2020-06-18;11728;500;115;10;1150.991022113;49.0702175185;83;270430;Maceió (AL);MACEIÓ (AL)
2020-06-18;77;2;15;1;388.8103413452;10.0989699051;41;270440;Major Isidoro (AL);MAJOR ISIDORO (AL)
2020-06-18;221;7;1;0;675.7583170254;21.404109589;56;270450;Maragogi (AL);MARAGOGI (AL)
2020-06-18;15;0;0;0;163.7018443741;0;35;270460;Maravilha (AL);MARAVILHA (AL)
2020-06-18;1049;13;23;0;2021.1556617406;25.0476869424;77;270470;Marechal Deodoro (AL);MARECHAL DEODORO (AL)
2020-06-18;57;1;1;0;429.7346200241;7.5392038601;59;270480;Maribondo (AL);MARIBONDO (AL)
2020-06-18;11;0;0;0;313.0335799659;0;34;270490;Mar Vermelho (AL);MAR VERMELHO (AL)
2020-06-18;1;0;0;0;3.9657360406;0;7;270500;Mata Grande (AL);MATA GRANDE (AL)
2020-06-18;254;6;0;0;1030.76049022;24.3486729973;54;270510;Matriz de Camaragibe (AL);MATRIZ DE CAMARAGIBE (AL)
2020-06-18;142;5;3;0;795.2508960573;28.0017921147;46;270520;Messias (AL);MESSIAS (AL)
2020-06-18;4;0;0;0;75.060987052;0;28;270530;Minador do Negrão (AL);MINADOR DO NEGRÃO (AL)
2020-06-18;20;0;0;0;279.3686269032;0;36;270540;Monteirópolis (AL);MONTEIRÓPOLIS (AL)
2020-06-18;198;7;8;0;701.2324691883;24.7910468905;61;270550;Murici (AL);MURICI (AL)
2020-06-18;66;2;0;0;520.0945626478;15.7604412924;50;270560;Novo Lino (AL);NOVO LINO (AL)
2020-06-18;130;4;5;0;599.4098118775;18.443378827;55;270570;Olho d'Água das Flores (AL);OLHO D'ÁGUA DAS FLORES (AL)
2020-06-18;6;0;0;0;64.0136562467;0;31;270580;Olho d'Água do Casado (AL);OLHO D'ÁGUA DO CASADO (AL)
2020-06-18;17;0;0;0;331.8368143666;0;27;270590;Olho d'Água Grande (AL);OLHO D'ÁGUA GRANDE (AL)
2020-06-18;20;0;0;0;172.0578114246;0;41;270600;Olivença (AL);OLIVENÇA (AL)
